CVE-2018-9060;2018-04-24
CVE-2018-10810;2018-05-16
CVE-2018-10804;2018-05-08
CVE-2017-14450;2018-04-24
CVE-2017-18270;2018-05-18
CVE-2017-7893;2018-04-23
CVE-2018-2409;2018-04-10
CVE-2018-10219;2018-04-19
CVE-2018-0954;2018-05-09
CVE-2018-10484;2018-05-17
CVE-2018-3611;2018-05-15
CVE-2018-5518;2018-05-02
CVE-2018-0242;2018-04-19
CVE-2018-4992;2018-05-19
CVE-2018-0243;2018-04-19
CVE-2015-1503;2018-05-08
CVE-2018-10110;2018-04-18
CVE-2018-10759;2018-05-16
CVE-2014-1846;2018-04-27
CVE-2018-0245;2018-05-02
CVE-2014-0872;2018-04-25
CVE-2018-1479;2018-04-27
CVE-2018-10472;2018-04-27
CVE-2018-0579;2018-05-14
CVE-2018-8167;2018-05-09
CVE-2018-1000152;2018-04-05
CVE-2018-10753;2018-05-05
CVE-2018-0268;2018-05-17
CVE-2018-10540;2018-04-29
CVE-2018-8835;2018-04-25
CVE-2018-0227;2018-04-19
CVE-2017-2815;2018-05-15
CVE-2018-0254;2018-04-19
CVE-2018-10522;2018-04-27
CVE-2018-7891;2018-04-30
CVE-2018-10381;2018-04-26
CVE-2018-7509;2018-05-04
CVE-2018-10733;2018-05-04
CVE-2014-0912;2018-04-20
CVE-2017-2906;2018-04-24
CVE-2018-6921;2018-05-08
CVE-2018-10080;2018-04-13
CVE-2018-1183;2018-04-30
CVE-2018-9126;2018-04-04
CVE-2017-18273;2018-05-18
CVE-2018-9966;2018-05-17
CVE-2015-1857;2018-04-27
CVE-2016-9601;2018-04-24
CVE-2018-11213;2018-05-16
CVE-2018-9956;2018-05-17
CVE-2018-1260;2018-05-11
CVE-2018-1256;2018-05-07
CVE-2018-1258;2018-05-11
CVE-2018-5512;2018-05-02
CVE-2018-10957;2018-05-10
CVE-2018-10122;2018-04-16
CVE-2018-0240;2018-04-19
CVE-2018-10070;2018-04-16
CVE-2018-3839;2018-04-10
CVE-2017-11250;2018-05-19
CVE-2018-8857;2018-05-04
CVE-2018-10581;2018-05-01
CVE-2018-4994;2018-05-19
CVE-2018-1104;2018-05-02
CVE-2016-9043;2018-04-24
CVE-2018-4991;2018-05-19
CVE-2018-11243;2018-05-18
CVE-2018-10299;2018-04-23
CVE-2018-3850;2018-04-23
CVE-2018-0253;2018-05-02
CVE-2018-7931;2018-04-24
CVE-2017-1786;2018-04-23
CVE-2018-0737;2018-04-16
CVE-2018-1413;2018-05-07
CVE-2018-10562;2018-05-04
CVE-2018-11251;2018-05-18
CVE-2018-10748;2018-05-04
CVE-2017-14440;2018-04-24
CVE-2018-8136;2018-05-09
CVE-2018-0278;2018-05-02
CVE-2017-5703;2018-04-03
CVE-2018-4941;2018-05-19
CVE-2017-2903;2018-04-24
CVE-2017-1473;2018-04-23
CVE-2018-8736;2018-04-18
CVE-2018-8714;2018-05-17
CVE-2018-10801;2018-05-08
CVE-2018-10998;2018-05-12
CVE-2018-3634;2018-05-15
CVE-2018-10830;2018-05-09
CVE-2017-1601;2018-05-02
CVE-2018-10164;2018-05-03
CVE-2018-8137;2018-05-09
CVE-2018-6920;2018-05-08
CVE-2018-1000163;2018-04-18
CVE-2018-1000400;2018-05-18
CVE-2018-10212;2018-04-25
CVE-2018-6919;2018-04-04
CVE-2018-1363;2018-04-25
CVE-2017-9657;2018-04-30
CVE-2018-10488;2018-05-17
CVE-2018-10256;2018-05-01
CVE-2016-9094;2018-04-16
CVE-2018-8155;2018-05-09
CVE-2018-10302;2018-04-23
CVE-2017-2902;2018-04-24
CVE-2018-9103;2018-04-25
CVE-2018-10575;2018-04-30
CVE-2017-17310;2018-04-19
CVE-2018-9963;2018-05-17
CVE-2018-6917;2018-04-04
CVE-2018-8014;2018-05-16
CVE-2018-1465;2018-05-17
CVE-2016-9093;2018-04-16
CVE-2018-7240;2018-04-18
CVE-2018-0264;2018-05-02
CVE-2018-0019;2018-04-11
CVE-2018-10209;2018-04-25
CVE-2018-3843;2018-04-19
CVE-2017-14010;2018-04-26
CVE-2018-9059;2018-04-20
CVE-2018-10364;2018-04-30
CVE-2018-10310;2018-04-25
CVE-2018-6873;2018-04-04
CVE-2018-8166;2018-05-09
CVE-2018-6960;2018-04-20
CVE-2018-8168;2018-05-09
CVE-2018-10229;2018-05-04
CVE-2018-8839;2018-04-30
CVE-2018-10750;2018-05-04
CVE-2018-8118;2018-04-19
CVE-2017-11306;2018-05-19
CVE-2017-1255;2018-05-02
CVE-2018-10425;2018-04-26
CVE-2018-0252;2018-05-02
CVE-2018-9137;2018-04-19
CVE-2018-10260;2018-05-01
CVE-2018-1248;2018-05-08
CVE-2018-10205;2018-04-19
CVE-2018-11100;2018-05-15
CVE-2018-4847;2018-04-23
CVE-2016-8382;2018-04-24
CVE-2018-8170;2018-05-09
CVE-2016-10722;2018-05-02
CVE-2017-17313;2018-04-19
CVE-2017-1724;2018-04-26
CVE-2018-6023;2018-05-11
CVE-2017-1116;2018-04-27
CVE-2018-10768;2018-05-06
CVE-2018-10776;2018-05-07
CVE-2018-5448;2018-05-04
CVE-2017-2602;2018-05-15
CVE-2018-10469;2018-04-27
CVE-2018-10133;2018-04-16
CVE-2018-0288;2018-05-02
CVE-2018-10213;2018-04-25
CVE-2018-10478;2018-05-17
CVE-2018-8141;2018-05-09
CVE-2018-8831;2018-04-18
CVE-2018-9240;2018-04-03
CVE-2014-9563;2018-04-12
CVE-2017-2592;2018-05-08
CVE-2018-4925;2018-05-19
CVE-2018-10536;2018-04-29
CVE-2018-9972;2018-05-17
CVE-2017-3776;2018-04-19
CVE-2018-8735;2018-04-18
CVE-2017-14433;2018-05-14
CVE-2018-10326;2018-05-17
CVE-2018-11037;2018-05-14
CVE-2017-14435;2018-05-14
