2014;352;322
2015;360;313
2018;360;351
2017;360;342
2016;356;288
2011;325;218
2012;343;283
2013;342;294
2010;348;208
2005;349;262
2004;338;186
2009;327;263
2006;358;287
2007;356;270
2008;364;255
2001;306;194
1999;254;256
1998;136;132
1997;119;116
1996;68;64
1995;21;21
1988;3;2
1990;10;9
1994;20;21
1992;10;11
1993;12;12
1991;15;14
2000;312;197
2002;333;89
1989;2;3
2003;280;91
